brand_name,model_name,energy,gearbox,transmission,carrosserie,year,mileage_km,age,mileage_per_year,log_price
renault,kadjar,essence,manuelle,traction,suv,2019,70000,6,11666.666666666666,11.127277689932466
bmw,série 3 coupé,essence,manuelle,traction,coupé,2012,155000,13,11923.076923076924,11.184435286790631
mercedes-benz,classe e,essence,automatique,traction,berline,2010,199000,15,13266.666666666666,10.915106645867503
mercedes-benz,classe b,essence,manuelle,traction,suv,2014,100000,11,9090.90909090909,10.778977123006351
audi,a4,essence,manuelle,traction,berline,2011,233000,14,16642.85714285714,10.518700218288165
mercedes-benz,classe c,hybride léger essence,automatique,propulsion,berline,2021,30570,4,7642.5,11.918397239722838
nissan,patrol,diesel,manuelle,traction,suv,2006,359000,19,18894.736842105263,10.859018228147887
bmw,série 2 gran coupé,essence,automatique,traction,coupé,2020,61000,5,12200.0,11.599112335481124
volkswagen,golf 7,diesel,automatique,traction,compacte,2013,250000,12,20833.333333333332,10.87806606028079
chery,e3,essence,manuelle,traction,berline,2018,95000,7,13571.42857142857,10.373522431293592
iveco,daily simple cabine,diesel,manuelle,propulsion,utilitaire,2022,40000,3,13333.333333333334,11.561725152903833
haval,h6,essence,automatique,traction,suv,2020,120000,5,24000.0,11.277215789596893
haval,h6,essence,automatique,traction,suv,2019,99000,6,16500.0,11.184435286790631
bmw,série 1,essence,automatique,traction,suv,2020,40000,5,8000.0,11.813037464800539
audi,a4,essence,automatique,traction,berline,2016,143000,9,15888.888888888889,10.968215530759236
audi,q3,essence,automatique,traction,suv,2017,95000,8,11875.0,11.461642696843066
kia,sportage,essence,automatique,traction,suv,2021,85000,4,21250.0,11.542493975902508
peugeot,3008,essence,automatique,traction,suv,2018,30000,7,4285.714285714285,11.461642696843066
audi,a3 berline,essence,automatique,traction,berline,2019,50000,6,8333.333333333334,11.350418300109132
mini,5 portes,essence,manuelle,traction,citadine,2016,78000,9,8666.666666666666,10.950824090522445
kia,rio 5p,essence,manuelle,traction,citadine,2021,64000,4,16000.0,11.06665398721974
volkswagen,golf 7,essence,manuelle,traction,compacte,2017,98500,8,12312.5,11.042937835596494
ford,mondeo,hybride essence,automatique,traction,berline,2020,32000,5,6400.0,11.652696102959753
ford,kuga,essence,manuelle,traction,suv,2019,93000,6,15500.0,11.177466714598282
peugeot,rifter,diesel,manuelle,traction,compacte,2020,95000,5,19000.0,11.184435286790631
bmw,série 7,essence,automatique,traction,berline,2010,98000,15,6533.333333333333,11.502885230075814
peugeot,rifter,diesel,manuelle,traction,compacte,2020,95000,5,19000.0,11.184435286790631
mg,hs,essence,automatique,traction,suv,2021,78000,4,19500.0,11.258046118484
bmw,x2,essence,automatique,traction,suv,2018,38000,7,5428.571428571428,11.790564777297387
bmw,série 1,essence,automatique,traction,citadine,2019,200000,6,33333.333333333336,11.225256725762893
dacia,duster,essence,manuelle,traction,suv,2020,34000,5,6800.0,11.23850177707664
iveco,daily fourgon,diesel,manuelle,traction,autres,2015,31000,10,3100.0,11.695255355062795
kia,sportage,diesel,manuelle,traction,suv,2021,19000,4,4750.0,11.759793355371237
honda,cr-v,essence,automatique,intégrale,suv,2018,67000,7,9571.42857142857,11.418625774449598
kia,rio 5p,essence,manuelle,traction,citadine,2022,85000,3,28333.333333333332,10.996266191844887
peugeot,2008,diesel,manuelle,traction,suv,2021,100000,4,25000.0,11.289794413577894
bmw,série 4 gran coupé,essence,automatique,traction,berline,2019,99000,6,16500.0,11.736077016252437
bmw,série 5,essence,automatique,traction,berline,2013,179000,12,14916.666666666666,11.283524879179666
haval,h6,essence,automatique,traction,suv,2023,11000,2,5500.0,11.744045122410057
chery,tiggo 8,essence,automatique,traction,suv,2022,49500,3,16500.0,11.390769130367211
mg,zs,essence,automatique,traction,suv,2020,75000,5,15000.0,10.915106645867503
toyota,c-hr,essence,automatique,traction,suv,2022,55000,3,18333.333333333332,11.418625774449598
volkswagen,passat,essence,automatique,traction,berline,2022,40000,3,13333.333333333334,11.736077016252437
honda,cr-v,essence,automatique,intégrale,suv,2018,60000,7,8571.42857142857,11.461642696843066
ford,focus,essence,manuelle,traction,compacte,2018,161000,7,23000.0,10.55843949396453
bmw,série 3,essence,automatique,traction,berline,2018,177000,7,25285.714285714286,11.350418300109132
dacia,duster,essence,manuelle,traction,suv,2020,35000,5,7000.0,11.225256725762893
fiat,fiorino,diesel,manuelle,traction,utilitaire,2021,120000,4,30000.0,10.463131911491967
kia,rio 5p,essence,manuelle,traction,citadine,2021,60000,4,15000.0,11.082157933374816
renault,megane,diesel,manuelle,traction,citadine,2020,125000,5,25000.0,11.07443600653965
volkswagen,passat cc,essence,automatique,traction,berline,2014,191000,11,17363.636363636364,10.87806606028079
mercedes-benz,classe a,hybride rechargeable essence,automatique,traction,compacte,2021,37000,4,9250.0,11.736077016252437
volkswagen,golf 8,essence,manuelle,traction,compacte,2021,80000,4,20000.0,11.39640288460621
opel,calibra,essence,manuelle,intégrale,coupé,1994,76000,31,2451.6129032258063,10.896757843893464
bmw,x5,diesel,automatique,traction,suv,2007,295000,18,16388.88888888889,10.859018228147887
bmw,x2,essence,automatique,traction,suv,2019,67000,6,11166.666666666666,11.759793355371237
peugeot,3008,diesel,automatique,traction,suv,2020,148000,5,29600.0,11.231901180182515
nissan,patrol,diesel,manuelle,traction,suv,1991,481000,34,14147.058823529413,10.518700218288165
peugeot,308,essence,manuelle,traction,citadine,2020,102000,5,20400.0,10.819798284210286
kia,seltos,essence,automatique,traction,suv,2021,130000,4,32500.0,11.39640288460621
peugeot,expert,diesel,manuelle,traction,utilitaire,2019,139199,6,23199.833333333332,10.985309671896763
opel,corsa,essence,manuelle,traction,citadine,2022,41000,3,13666.666666666666,11.000448478455008
ford,focus,essence,manuelle,traction,compacte,2015,200000,10,20000.0,10.596659732783579
chevrolet,sonic,essence,manuelle,traction,berline,2021,87000,4,21750.0,10.584081267024454
citroën,c3,essence,manuelle,traction,citadine,2020,55000,5,11000.0,10.725489582719506
bmw,x5,diesel,automatique,traction,suv,2010,159000,15,10600.0,11.362114203075018
jaguar,xjl,essence,automatique,propulsion,berline,2014,51500,11,4681.818181818182,11.918397239722838
peugeot,308,essence,manuelle,traction,citadine,2020,128000,5,25600.0,10.757924157061597
renault,kadjar,essence,automatique,traction,suv,2018,140000,7,20000.0,11.156264806643742
volkswagen,golf 8,essence,automatique,traction,compacte,2022,40000,3,13333.333333333334,11.49273296168228
mercedes-benz,classe a,essence,automatique,traction,compacte,2020,63000,5,12600.0,11.842236406331555
haval,h6,essence,automatique,traction,suv,2021,55000,4,13750.0,11.350418300109132
haval,h6,essence,automatique,traction,suv,2022,16000,3,5333.333333333333,11.669937760751914
ford,ecosport,essence,automatique,traction,suv,2021,99000,4,24750.0,11.184435286790631
mercedes-benz,classe c,essence,automatique,traction,berline,2016,176000,9,19555.555555555555,11.407576060361786
bmw,x1,essence,automatique,traction,suv,2016,126000,9,14000.0,11.264476926102367
volkswagen,passat,essence,manuelle,traction,citadine,2016,160000,9,17777.777777777777,10.985309671896763
mercedes-benz,ml,diesel,automatique,intégrale,suv,2010,250000,15,16666.666666666668,11.277215789596893
bmw,série 1,essence,automatique,intégrale,compacte,2015,115000,10,11500.0,11.034905792929415
kia,rio berline,essence,automatique,traction,berline,2019,114000,6,19000.0,10.968215530759236
mercedes-benz,classe e,diesel,automatique,propulsion,berline,2009,161000,16,10062.5,10.985309671896763
kia,cerato 5p,essence,manuelle,traction,compacte,2019,178000,6,29666.666666666668,10.859018228147887
ford,ecosport,essence,automatique,traction,suv,2016,101000,9,11222.222222222223,10.968215530759236
ford,mondeo,hybride essence,automatique,traction,berline,2020,34000,5,6800.0,11.599112335481124
mercedes-benz,gla,essence,automatique,intégrale,suv,2016,67000,9,7444.444444444444,11.652696102959753
kia,sportage,hybride léger essence,automatique,intégrale,suv,2022,39000,3,13000.0,11.909020140718255
volkswagen,golf 7,essence,automatique,traction,compacte,2016,70000,9,7777.777777777777,11.571203807011969
ford,fusion,essence,manuelle,traction,berline,2017,90000,8,11250.0,10.859018228147887
nissan,patrol,diesel,manuelle,traction,suv,1991,417000,34,12264.70588235294,10.373522431293592
ford,focus,essence,manuelle,traction,compacte,2018,114000,7,16285.714285714286,10.799595985047786
porsche,cayenne,essence,automatique,traction,suv,2008,184000,17,10823.529411764706,11.350418300109132
jaguar,xjl,essence,automatique,traction,berline,2014,51000,11,4636.363636363636,11.918397239722838
jeep,renegade,essence,automatique,traction,suv,2019,74000,6,12333.333333333334,11.141876276228
ford,fusion,essence,manuelle,propulsion,berline,2016,85000,9,9444.444444444445,10.950824090522445
volkswagen,polo,essence,manuelle,traction,citadine,2021,68000,4,17000.0,10.768506042432708
renault,megane sedan,essence,manuelle,traction,berline,2019,51000,6,8500.0,10.933124826700707
jeep,renegade,essence,automatique,traction,suv,2021,88000,4,22000.0,11.385103457032141
volkswagen,golf 8,essence,manuelle,traction,compacte,2021,110000,4,27500.0,11.37940550085183
hyundai,tucson,essence,automatique,traction,suv,2023,19000,2,9500.0,11.767575435251748
mini,3 portes,essence,manuelle,traction,citadine,2009,200000,16,12500.0,10.275085591132715
volkswagen,jetta,essence,manuelle,traction,berline,2018,171000,7,24428.571428571428,10.949068194652432
renault,clio,essence,manuelle,traction,citadine,2021,120000,4,30000.0,10.584081267024454
mercedes-benz,classe c coupé,essence,automatique,traction,coupé,2012,200000,13,15384.615384615385,11.050905878263567
mercedes-benz,classe e,diesel,automatique,traction,berline,2009,189000,16,11812.5,11.112462823634855
mercedes-benz,cla,essence,automatique,traction,berline,2014,124000,11,11272.727272727272,11.326607934898927
citroën,c4 cactus,essence,manuelle,traction,citadine,2015,142000,10,14200.0,10.53212287826962
chery,tiggo 7 pro,essence,automatique,traction,suv,2022,40000,3,13333.333333333334,11.385103457032141
volkswagen,golf 7,essence,automatique,traction,compacte,2016,75000,9,8333.333333333334,11.502885230075814
bmw,série 4 coupé,essence,automatique,traction,coupé,2015,180000,10,18000.0,11.373674891823535
peugeot,3008,essence,manuelle,traction,suv,2017,131000,8,16375.0,11.034905792929415
chevrolet,sonic,essence,manuelle,traction,berline,2021,89000,4,22250.0,10.62135173563291
dongfeng,ax4,essence,manuelle,traction,suv,2022,33000,3,11000.0,10.993748398115178
mg,hs,essence,automatique,traction,suv,2020,87000,5,17400.0,11.263194068746921
mercedes-benz,classe s,essence,automatique,traction,berline,2007,112000,18,6222.222222222223,11.141876276228
peugeot,3008,essence,automatique,traction,suv,2020,112000,5,22400.0,11.141876276228
mahindra,pick-up sc,diesel,manuelle,traction,pick up,2021,120000,4,30000.0,10.571342565808699
ford,mustang,essence,automatique,intégrale,coupé,2010,16000,15,1066.6666666666667,11.652696102959753
kia,rio 5p,essence,manuelle,traction,citadine,2021,70000,4,17500.0,11.034905792929415
skoda,octavia,essence,automatique,traction,berline,2016,174000,9,19333.333333333332,10.757924157061597
haval,h6,essence,automatique,traction,suv,2020,57000,5,11400.0,11.362114203075018
hyundai,creta,essence,manuelle,traction,suv,2019,76000,6,12666.666666666666,11.184435286790631
bmw,x3,diesel,automatique,traction,suv,2006,186000,19,9789.473684210527,11.082157933374816
peugeot,partner,diesel,manuelle,propulsion,utilitaire,2020,87261,5,17452.2,10.915106645867503
chery,tiggo 7 pro,essence,automatique,traction,suv,2024,0,1,0.0,11.522885696764481
mahindra,kuv 100,essence,manuelle,traction,suv,2022,79000,3,26333.333333333332,10.491301994830229
seat,leon,essence,automatique,traction,compacte,2014,96000,11,8727.272727272728,10.859018228147887
seat,ibiza,essence,manuelle,traction,citadine,2021,68000,4,17000.0,11.034905792929415
volkswagen,golf plus,essence,manuelle,traction,citadine,2018,72000,7,10285.714285714286,11.277215789596893
bmw,série 3 coupé,essence,manuelle,traction,coupé,2009,232000,16,14500.0,10.594156665220533
ford,ranger,diesel,automatique,intégrale,pick up,2020,70000,5,14000.0,11.849404844423074
bmw,série 5,diesel,automatique,traction,berline,2010,180000,15,12000.0,11.225256725762893
volkswagen,golf 8,essence,manuelle,traction,compacte,2021,69000,4,17250.0,11.440365524765756
mercedes-benz,classe a berline,hybride rechargeable essence,automatique,traction,berline,2021,66000,4,16500.0,11.775297421715827
audi,a3 sportback,essence,manuelle,traction,compacte,2016,154000,9,17111.11111111111,10.950824090522445
ford,ecosport,essence,automatique,traction,suv,2021,77000,4,19250.0,11.097425172408931
chery,tiggo 2,essence,manuelle,traction,suv,2020,135000,5,27000.0,10.571342565808699
mercedes-benz,classe a,essence,manuelle,traction,compacte,2014,174000,11,15818.181818181818,10.859018228147887
mini,clubman,essence,manuelle,traction,compacte,2019,34000,6,5666.666666666667,11.407576060361786
mercedes-benz,cla,essence,automatique,intégrale,berline,2013,160000,12,13333.333333333334,11.264476926102367
nissan,juke,essence,automatique,traction,suv,2024,6000,1,6000.0,11.434974734252892
toyota,c-hr,essence,automatique,traction,suv,2018,130000,7,18571.428571428572,11.19822841866684
land rover,range rover sport,diesel,automatique,traction,suv,2008,184000,17,10823.529411764706,11.277215789596893
kia,rio 5p,essence,manuelle,traction,citadine,2019,68954,6,11492.333333333334,10.896757843893464
bmw,série 3,essence,automatique,traction,berline,2012,139000,13,10692.307692307691,10.942013616092948
citroën,c4,diesel,manuelle,traction,compacte,2014,222000,11,20181.81818181818,10.571342565808699
mercedes-benz,ml,diesel,automatique,traction,suv,2009,240000,16,15000.0,11.289794413577894
fiat,500x,essence,automatique,traction,suv,2018,60000,7,8571.42857142857,11.082157933374816
toyota,corolla,essence,automatique,traction,compacte,2020,85000,5,17000.0,11.141876276228
seat,arona,essence,automatique,traction,suv,2022,19000,3,6333.333333333333,11.39640288460621
citroën,c4 cactus,diesel,manuelle,intégrale,compacte,2020,148000,5,29600.0,10.968215530759236
kia,rio 5p,essence,manuelle,traction,citadine,2021,72000,4,18000.0,11.050905878263567
hyundai,tucson,essence,automatique,intégrale,suv,2022,40000,3,13333.333333333334,11.898194668458823
bmw,série 1,essence,automatique,propulsion,compacte,2016,165000,9,18333.333333333332,11.225256725762893
volkswagen,polo,essence,manuelle,traction,citadine,2020,70000,5,14000.0,11.089820688682373
peugeot,3008,essence,automatique,traction,suv,2020,75000,5,15000.0,11.225256725762893
peugeot,3008,essence,automatique,traction,suv,2019,38000,6,6333.333333333333,11.385103457032141
mazda,cx-9,essence,automatique,intégrale,suv,2019,155000,6,25833.333333333332,11.40646434386837
mercedes-benz,classe e,essence,automatique,propulsion,berline,2010,197000,15,13133.333333333334,10.993748398115178
mazda,cx-9,essence,automatique,intégrale,suv,2017,70000,8,8750.0,11.461642696843066
audi,a3 berline,essence,manuelle,traction,berline,2020,17000,5,3400.0,11.385103457032141
mercedes-benz,classe e,essence,automatique,traction,berline,2018,95000,7,13571.42857142857,11.842236406331555
great wall,m4,essence,manuelle,traction,suv,2018,104000,7,14857.142857142857,10.584081267024454
audi,q3,essence,automatique,traction,suv,2013,200000,12,16666.666666666668,11.264476926102367
jaguar,xf,essence,automatique,propulsion,berline,2014,120000,11,10909.09090909091,11.350418300109132
chevrolet,sonic,essence,manuelle,traction,berline,2019,163000,6,27166.666666666668,10.491301994830229
seat,ibiza,essence,manuelle,traction,citadine,2021,169000,4,42250.0,10.768506042432708
haval,h6,essence,automatique,traction,suv,2022,80000,3,26666.666666666668,11.49273296168228
bmw,série 3,essence,automatique,traction,berline,2019,89000,6,14833.333333333334,11.39640288460621
kia,sorento,diesel,automatique,traction,suv,2013,273000,12,22750.0,10.868587496017359
haval,h6,essence,automatique,traction,suv,2021,130000,4,32500.0,11.211833885608513
hyundai,grand i10,essence,automatique,traction,citadine,2021,62000,4,15500.0,10.817796321618971
citroën,c1,essence,manuelle,propulsion,compacte,2011,200000,14,14285.714285714286,10.146472946063877
renault,clio,essence,manuelle,traction,citadine,2022,65000,3,21666.666666666668,10.778977123006351
suzuki,swift,essence,manuelle,traction,citadine,2022,100000,3,33333.333333333336,10.627430633893226
bmw,x5,essence,automatique,traction,suv,2004,180000,21,8571.42857142857,10.778977123006351
volkswagen,t-roc,essence,manuelle,traction,suv,2020,69000,5,13800.0,11.245059091624615
seat,leon,essence,automatique,traction,citadine,2015,188000,10,18800.0,10.799595985047786
mercedes-benz,classe c,essence,automatique,traction,berline,2011,190000,14,13571.42857142857,10.87806606028079
dfsk,glory 580,essence,manuelle,traction,suv,2022,68000,3,22666.666666666668,11.251573687764477
peugeot,partner,diesel,manuelle,traction,utilitaire,2020,148000,5,29600.0,10.736418414365376
chery,tiggo 3x,essence,automatique,traction,suv,2021,62000,4,15500.0,10.896757843893464
citroën,berlingo,diesel,manuelle,traction,monospace,2020,78000,5,15600.0,11.211833885608513
kia,quoris,essence,automatique,propulsion,berline,2013,118000,12,9833.333333333334,11.127277689932466
mercedes-benz,classe c,essence,automatique,traction,berline,2015,160000,10,16000.0,11.362114203075018
fiat,doblo maxi,diesel,manuelle,traction,utilitaire,2021,75000,4,18750.0,10.596659732783579
mercedes-benz,classe e,diesel,automatique,intégrale,berline,2015,232000,10,23200.0,11.314486721293981
chery,tiggo 8 pro,essence,automatique,traction,suv,2023,7200,2,3600.0,11.599112335481124
mercedes-benz,classe a,essence,manuelle,traction,compacte,2013,190000,12,15833.333333333334,10.778977123006351
nissan,qashqai,essence,manuelle,traction,suv,2022,23961,3,7987.0,11.695255355062795
kia,sportage hybride,hybride léger diesel,automatique,traction,suv,2021,99591,4,24897.75,11.608244735642321
mercedes-benz,classe c,essence,automatique,propulsion,berline,2019,63779,6,10629.833333333334,11.91170829631447
ssangyong,tivoli,essence,manuelle,traction,suv,2020,81751,5,16350.2,11.082157933374816
bmw,série 5,diesel,automatique,traction,berline,2015,153451,10,15345.1,11.362114203075018
kia,sportage,essence,automatique,traction,suv,2019,128000,6,21333.333333333332,11.332613886815139
seat,arona,essence,manuelle,traction,suv,2018,88000,7,12571.42857142857,10.968215530759236
volkswagen,golf 8,essence,manuelle,traction,compacte,2019,134000,6,22333.333333333332,11.350418300109132
bmw,série 3,essence,automatique,traction,berline,2013,190000,12,15833.333333333334,11.002116507732017
volkswagen,golf 8,essence,manuelle,traction,compacte,2022,87000,3,29000.0,11.283524879179666
renault,megane sedan,essence,manuelle,traction,berline,2019,90000,6,15000.0,10.819798284210286
volkswagen,tiguan,essence,automatique,traction,suv,2023,25000,2,12500.0,11.849404844423074
ssangyong,actyon sports,diesel,manuelle,traction,pick up,2019,200000,6,33333.333333333336,11.0186455364637
bmw,x2,essence,automatique,intégrale,suv,2020,62000,5,12400.0,11.884495917930655
hyundai,grand i10,essence,automatique,traction,citadine,2021,87000,4,21750.0,10.789339695269716
audi,a6,diesel,manuelle,traction,berline,2010,323000,15,21533.333333333332,10.645448706505872
kia,rio 5p,essence,manuelle,traction,citadine,2019,47000,6,7833.333333333333,10.933124826700707
kia,sportage,hybride essence,automatique,traction,suv,2021,100000,4,25000.0,11.635151947212842
peugeot,308,essence,manuelle,traction,compacte,2018,50000,7,7142.857142857143,10.799595985047786
fiat,tipo berline,essence,manuelle,traction,berline,2021,59000,4,14750.0,10.757924157061597
changan,uni-t,essence,automatique,traction,suv,2023,9000,2,4500.0,11.695255355062795
hyundai,veloster,essence,automatique,traction,compacte,2013,188000,12,15666.666666666666,10.463131911491967
volkswagen,golf 8,essence,manuelle,traction,compacte,2022,98000,3,32666.666666666668,11.283524879179666
volkswagen,passat,hybride rechargeable essence,automatique,traction,berline,2021,98000,4,24500.0,11.678448377988165
kia,sportage,essence,automatique,intégrale,suv,2020,83000,5,16600.0,11.49273296168228
volkswagen,t-roc,essence,manuelle,traction,citadine,2018,85000,7,12142.857142857143,11.461642696843066
mercedes-benz,classe e,diesel,automatique,traction,berline,2010,217000,15,14466.666666666666,11.06665398721974
mercedes-benz,classe c,essence,automatique,traction,berline,2012,206000,13,15846.153846153846,11.156264806643742
kia,rio 5p,essence,manuelle,traction,citadine,2019,115000,6,19166.666666666668,10.799595985047786
volkswagen,golf 7,diesel,automatique,traction,compacte,2013,217000,12,18083.333333333332,11.264476926102367
renault,clio,hybride essence,automatique,traction,citadine,2024,6100,1,6100.0,11.49273296168228
audi,q3,essence,automatique,traction,suv,2015,141132,10,14113.2,11.314486721293981
hyundai,creta,essence,manuelle,traction,suv,2019,77000,6,12833.333333333334,11.211833885608513
baic yx,kenbo s3,essence,manuelle,propulsion,suv,2018,110000,7,15714.285714285714,10.545367754151743
ssangyong,tivoli,essence,automatique,traction,suv,2018,150000,7,21428.571428571428,10.968215530759236
opel,combo cargo,diesel,manuelle,traction,utilitaire,2021,72000,4,18000.0,10.714439990727769
dacia,dokker van,diesel,manuelle,traction,utilitaire,2021,97000,4,24250.0,10.545367754151743
renault,clio,essence,manuelle,traction,compacte,2022,95000,3,31666.666666666668,10.809748150372926
volkswagen,passat,essence,automatique,traction,berline,2015,116000,10,11600.0,11.156264806643742
ford,fiesta,diesel,manuelle,traction,citadine,2019,140000,6,23333.333333333332,10.757924157061597
peugeot,2008,diesel,automatique,intégrale,suv,2020,112000,5,22400.0,11.39640288460621
volkswagen,golf 7,essence,manuelle,traction,compacte,2019,44363,6,7393.833333333333,11.350418300109132
chery,tiggo 8 pro,essence,automatique,traction,suv,2022,40000,3,13333.333333333334,11.49273296168228
haval,h6,essence,automatique,traction,suv,2021,80000,4,20000.0,11.289794413577894
volkswagen,caddy,diesel,manuelle,traction,utilitaire,2020,115000,5,23000.0,10.809748150372926
ford,fusion,essence,automatique,intégrale,berline,2017,63000,8,7875.0,10.887455624298198
bmw,x1,essence,automatique,traction,suv,2017,110000,8,13750.0,11.350418300109132
volkswagen,t-roc,essence,manuelle,traction,suv,2020,85000,5,17000.0,11.277215789596893
hyundai,i20,essence,manuelle,traction,citadine,2022,30000,3,10000.0,11.065090289695444
seat,leon,essence,manuelle,traction,compacte,2011,285000,14,20357.14285714286,10.25769445336048
dacia,sandero stepway,essence,manuelle,traction,suv,2020,158000,5,31600.0,10.714439990727769
nissan,qashqai,essence,manuelle,traction,suv,2014,165000,11,15000.0,10.915106645867503
audi,q3,diesel,automatique,traction,suv,2019,75000,6,12500.0,11.884495917930655
jaguar,x-type,essence,automatique,traction,berline,2008,197000,17,11588.235294117647,10.545367754151743
mercedes-benz,eqa,electrique,automatique,traction,suv,2021,18646,4,4661.5,11.918397239722838
mercedes-benz,classe b,diesel,automatique,traction,monospace,2019,226000,6,37666.666666666664,11.289794413577894
kia,sportage,diesel,automatique,traction,suv,2010,298000,15,19866.666666666668,10.809748150372926
kia,xceed,essence,automatique,traction,suv,2022,11000,3,3666.6666666666665,11.608244735642321
kia,sportage,essence,automatique,traction,suv,2020,112000,5,22400.0,11.350418300109132
bmw,série 3,essence,manuelle,traction,berline,2010,193000,15,12866.666666666666,10.645448706505872
mitsubishi,attrage,essence,automatique,traction,berline,2018,197000,7,28142.85714285714,10.373522431293592
geely,gx3,essence,automatique,traction,suv,2021,75000,4,18750.0,10.839600519357369
audi,a4,essence,automatique,intégrale,berline,2017,103000,8,12875.0,11.277215789596893
bmw,série 2 gran coupé,essence,automatique,propulsion,berline,2020,100000,5,20000.0,11.695255355062795
toyota,corolla,essence,manuelle,traction,compacte,2021,75000,4,18750.0,11.112462823634855
volkswagen,golf 7,essence,automatique,traction,compacte,2020,200000,5,40000.0,11.002116507732017
toyota,yaris,essence,manuelle,traction,citadine,2021,105000,4,26250.0,10.768506042432708
mercedes-benz,classe e,diesel,automatique,traction,berline,2012,173000,13,13307.692307692309,11.026808713825016
mercedes-benz,classe e coupé,diesel,automatique,traction,monospace,2010,272000,15,18133.333333333332,11.082157933374816
volkswagen,golf 8,essence,manuelle,traction,compacte,2020,42328,5,8465.6,11.48247656671073
kia,niro hybride,hybride essence,automatique,traction,suv,2021,125000,4,31250.0,11.277215789596893
peugeot,504,diesel,manuelle,traction,berline,1985,100000,40,2500.0,10.915106645867503
mazda,cx-7,essence,automatique,traction,suv,2012,190000,13,14615.384615384615,10.434145214930487
peugeot,partner,diesel,manuelle,traction,utilitaire,2021,114000,4,28500.0,10.714439990727769
mercedes-benz,classe e,diesel,automatique,traction,berline,2010,300000,15,20000.0,10.915106645867503
mazda,2 sedan,essence,manuelle,traction,berline,2017,140000,8,17500.0,10.657282884047461
bmw,série 4 gran coupé,essence,automatique,traction,berline,2017,97000,8,12125.0,11.461642696843066
ford,ecosport,essence,manuelle,traction,suv,2018,80000,7,11428.57142857143,10.97679912709094
mazda,3,essence,manuelle,traction,compacte,2014,196000,11,17818.18181818182,10.596659732783579
mazda,cx-3,essence,automatique,traction,suv,2018,82000,7,11714.285714285714,11.350418300109132
peugeot,e-208,electrique,automatique,traction,citadine,2021,35000,4,8750.0,11.245059091624615
nissan,qashqai,diesel,manuelle,traction,suv,2008,235000,17,13823.529411764706,10.419330568113901
byd,song,essence,automatique,traction,suv,2022,45000,3,15000.0,11.338583982516495
mg,hs,essence,automatique,traction,suv,2021,110000,4,27500.0,11.277215789596893
mahindra,kuv 100,essence,manuelle,traction,suv,2021,100000,4,25000.0,10.32551474894327
bmw,série 2 active tourer,diesel,manuelle,traction,suv,2016,139000,9,15444.444444444445,11.258046118484
volkswagen,jetta,essence,manuelle,traction,berline,2014,183000,11,16636.363636363636,10.596659732783579
jeep,renegade,essence,manuelle,traction,suv,2021,85000,4,21250.0,11.362114203075018
audi,q3,diesel,automatique,traction,suv,2019,75000,6,12500.0,11.870606902224587
citroën,berlingo,diesel,manuelle,traction,utilitaire,2020,119000,5,23800.0,11.097425172408931
kia,sportage,essence,automatique,traction,suv,2021,50000,4,12500.0,11.571203807011969
skoda,octavia,essence,automatique,traction,berline,2015,135000,10,13500.0,10.633472802314019
kia,rio 5p,essence,manuelle,traction,citadine,2022,60000,3,20000.0,10.968215530759236
volvo,s80,diesel,automatique,traction,berline,2012,178000,13,13692.307692307691,10.768506042432708
skoda,octavia,essence,automatique,traction,berline,2017,160000,8,20000.0,10.968215530759236
hyundai,i20,essence,automatique,traction,coupé,2021,53000,4,13250.0,11.141876276228
audi,a5 coupé,essence,automatique,traction,coupé,2010,230000,15,15333.333333333334,10.799595985047786
kia,sportage,diesel,automatique,traction,citadine,2020,84000,5,16800.0,11.608244735642321
honda,civic,essence,automatique,traction,berline,2020,159000,5,31800.0,11.141876276228
peugeot,landtrek double cabine,diesel,manuelle,intégrale,pick up,2022,56000,3,18666.666666666668,11.308370569092329
volkswagen,scirocco,essence,automatique,traction,coupé,2010,154000,15,10266.666666666666,10.491301994830229
mercedes-benz,classe e,essence,automatique,propulsion,berline,2016,53000,9,5888.888888888889,11.775297421715827
volkswagen,golf 7,essence,manuelle,traction,compacte,2017,180000,8,22500.0,10.968215530759236
chery,tiggo 2,essence,manuelle,traction,suv,2021,68000,4,17000.0,10.645448706505872
volkswagen,touareg,diesel,automatique,intégrale,suv,2010,241000,15,16066.666666666666,10.757924157061597
cupra,formentor,essence,automatique,traction,suv,2024,32000,1,32000.0,11.842236406331555
mercedes-benz,classe c,essence,automatique,intégrale,berline,2014,148000,11,13454.545454545454,11.385103457032141
volkswagen,polo,essence,manuelle,traction,citadine,2020,160000,5,32000.0,10.666650414667744
renault,megane,essence,manuelle,traction,compacte,2020,68000,5,13600.0,10.87806606028079
hyundai,accent,essence,manuelle,traction,berline,2012,184000,13,14153.846153846154,10.448743588106625
mitsubishi,pajero,diesel,manuelle,intégrale,suv,2001,175000,24,7291.666666666667,11.082157933374816
kia,sportage,diesel,automatique,intégrale,suv,2013,405000,12,33750.0,10.887455624298198
opel,mokka,essence,automatique,traction,suv,2023,34368,2,17184.0,11.455730579876976
citroën,c3,essence,manuelle,traction,citadine,2019,67000,6,11166.666666666666,10.53212287826962
toyota,corolla sedan,essence,manuelle,traction,berline,2005,418000,20,20900.0,9.952325334619427
bmw,x5,diesel,automatique,intégrale,suv,2007,280000,18,15555.555555555555,11.149096419938578
