brand_name,model_name,energy,gearbox,transmission,carrosserie,year,mileage_km,age,mileage_per_year,log_price
volkswagen,golf 7,essence,manuelle,traction,compacte,2019,169000,6,28166.666666666668,11.042937835596494
audi,q2,essence,automatique,traction,suv,2018,117000,7,16714.285714285714,11.302216779257382
citroën,jumpy combi,diesel,manuelle,traction,monospace,2018,124000,7,17714.285714285714,11.314486721293981
mini,john cooper works,essence,automatique,traction,cabriolet,2009,117000,16,7312.5,10.799595985047786
mercedes-benz,classe e coupé,essence,automatique,traction,berline,2010,65000,15,4333.333333333333,11.434974734252892
kia,sportage,essence,automatique,traction,suv,2021,61000,4,15250.0,11.461642696843066
citroën,ds5,essence,automatique,traction,suv,2016,174000,9,19333.333333333332,10.596659732783579
kia,cee'd,essence,manuelle,traction,citadine,2018,111000,7,15857.142857142857,10.894904309600681
chery,tiggo 8 pro,essence,automatique,traction,suv,2022,20000,3,6666.666666666667,11.652696102959753
land rover,range rover sport,diesel,automatique,intégrale,suv,2013,68000,12,5666.666666666667,11.813037464800539
audi,q3,essence,automatique,traction,suv,2018,70000,7,10000.0,11.461642696843066
bmw,série 3,essence,automatique,traction,berline,2019,90000,6,15000.0,11.39640288460621
chery,tiggo 7 pro,essence,automatique,traction,suv,2022,45000,3,15000.0,11.385103457032141
volkswagen,golf 8,hybride essence,automatique,traction,compacte,2021,49000,4,12250.0,11.6172944892629
bmw,série 5,essence,automatique,propulsion,berline,2009,214000,16,13375.0,10.778977123006351
audi,a5 sportback,essence,automatique,traction,berline,2021,94000,4,23500.0,11.849404844423074
nissan,juke,essence,manuelle,traction,suv,2017,150000,8,18750.0,10.933124826700707
land rover,range rover sport,diesel,automatique,traction,suv,2009,190000,16,11875.0,11.264476926102367
haval,h6,essence,automatique,traction,suv,2020,82000,5,16400.0,11.289794413577894
cupra,leon,essence,automatique,traction,citadine,2023,28000,2,14000.0,11.736077016252437
nissan,qashqai,essence,automatique,traction,suv,2017,149000,8,18625.0,11.119897691565697
audi,q5,essence,automatique,traction,suv,2009,194000,16,12125.0,10.714439990727769
mercedes-benz,cla,essence,automatique,traction,berline,2015,131000,10,13100.0,11.149096419938578
volkswagen,golf 8,hybride rechargeable essence,automatique,traction,compacte,2021,59000,4,14750.0,11.759793355371237
volkswagen,tiguan,essence,manuelle,traction,suv,2020,94622,5,18924.4,11.652696102959753
citroën,c4 cactus,essence,manuelle,traction,citadine,2016,148000,9,16444.444444444445,10.518700218288165
kia,rio berline,essence,manuelle,traction,berline,2020,190000,5,38000.0,10.887455624298198
ford,ecosport,essence,automatique,traction,suv,2016,107000,9,11888.888888888889,10.968215530759236
renault,laguna coupé,essence,automatique,traction,coupé,2013,111000,12,9250.0,10.714439990727769
volkswagen,golf 7,essence,automatique,traction,compacte,2020,60000,5,12000.0,11.154835234271214
mercedes-benz,classe c,essence,automatique,propulsion,berline,2014,210000,11,19090.909090909092,11.264476926102367
haval,h6,essence,automatique,traction,suv,2022,23000,3,7666.666666666667,11.608244735642321
volkswagen,tiguan,essence,automatique,traction,suv,2017,189000,8,23625.0,11.3373928113354
mitsubishi,l200 sportero,diesel,automatique,intégrale,pick up,2021,37191,4,9297.75,11.918397239722838
kia,picanto,essence,manuelle,traction,citadine,2014,195800,11,17800.0,10.308985993422082
mercedes-benz,classe c,essence,automatique,propulsion,berline,2009,195000,16,12187.5,10.809748150372926
bmw,série 4 gran coupé,essence,automatique,propulsion,berline,2017,125000,8,15625.0,11.362114203075018
volkswagen,golf 7,essence,automatique,traction,compacte,2020,200000,5,40000.0,11.0186455364637
cupra,formentor,essence,automatique,traction,suv,2022,40000,3,13333.333333333334,11.751950239425476
mazda,6,essence,manuelle,intégrale,berline,2016,225000,9,25000.0,10.736418414365376
volkswagen,golf 8,hybride rechargeable essence,automatique,traction,compacte,2020,39000,5,7800.0,11.719947764402807
volkswagen,tiguan,diesel,automatique,intégrale,suv,2014,186000,11,16909.090909090908,11.050905878263567
nissan,micra,essence,manuelle,traction,citadine,2015,160000,10,16000.0,10.308985993422082
volkswagen,passat cc,essence,automatique,traction,berline,2011,217000,14,15500.0,10.584081267024454
mercedes-benz,cla,essence,automatique,traction,berline,2014,185000,11,16818.18181818182,11.112462823634855
audi,a4,essence,automatique,traction,berline,2018,78000,7,11142.857142857143,11.373674891823535
bmw,série 7,essence,automatique,propulsion,berline,2002,236000,23,10260.869565217392,10.768506042432708
seat,ibiza,essence,automatique,traction,citadine,2023,40000,2,20000.0,11.225256725762893
mercedes-benz,cla,essence,automatique,traction,berline,2021,94000,4,23500.0,11.884495917930655
mercedes-benz,classe e coupé,essence,automatique,propulsion,coupé,2010,178000,15,11866.666666666666,11.112462823634855
volkswagen,golf 6,essence,manuelle,traction,compacte,2012,245234,13,18864.153846153848,10.736418414365376
